sku,ean,normale_prijs,advies_prijs
37905764,5410091699062,4.35,10.19
37905823,5410091697440,3.75,7.69
39037791,8716242653516,10.95,29.95
39037795,7311490022926,40.45,41.39
39037796,7311490004182,7.65,7.72
39037798,7311490004175,7.20,7.18
39037799,8716242726883,17.60,43.50
39037800,7311490004120,5.85,5.75
39037803,7311490029147,28.05,28.99
39037805,7311490022933,44.05,45.89
39037806,7311490022964,19.30,18.63
39037807,7311490022957,23.95,23.39
39037809,7311490004342,18.25,20.19
39038308,5011867025933,16.50,21.99
39038310,8710839297893,16.50,21.99
39038311,5400282073535,7.65,7.87
39038312,5400282003778,3.85,4.79
39038313,5011867025377,16.50,21.99
39038314,5400997265256,8.95,9.19
39038315,8713274027254,20.90,31.75
39038316,8712576302632,15.40,16.52
39038321,8716242726586,17.60,43.50
39038322,8711418602848,6.50,6.29
39038324,5400282073528,6.55,7.06
39038325,5400282003631,3.10,3.69
39038327,5400282003785,2.90,2.99
39038328,5400282081059,1.20,1.09
39038331,7311490028874,11.60,11.49
39038333,7311490013269,4.85,5.09
39038334,7311490026900,34.30,33.09
39038335,5400997152822,2.15,3.49
39038336,5011867018485,10.55,16.49
39038338,8711418600257,1.10,1.29
39038340,8711595035330,5.45,8.45
39038342,5400997289351,2.70,4.99
39038344,5400282112715,7.45,8.59
39038345,5400282003129,5.00,6.09
39038346,5400282005024,6.15,8.09
39038347,5400997265249,7.65,7.79
39038348,7311490012866,18.65,18.89
39038349,8712576107503,12.65,12.92
39038350,8711143146488,2.50,3.39
39038351,5400282081066,1.30,1.29
39038352,5400282081073,1.40,1.39
39038353,5400282112753,10.95,15.40
39038356,7311490002621,6.50,6.49
39038360,7311490012316,6.40,6.39
39038362,7311490012903,26.95,27.19
39038363,7311490012880,20.95,21.39
39038364,7311490013276,4.35,4.39
39038365,7311490011906,7.25,7.29
39038366,7311490012873,19.80,20.19
39038367,5400997276894,2.50,5.59
39038368,8711418600042,0.60,0.69
39038369,8711115237862,31.95,71.99
39038370,8711115255323,21.95,50.49
39038371,5011867012407,10.55,16.49
39038372,8711115254463,57.95,131.99
39038386,8711113105033,13.20,31.99
39038388,8711115299167,143.56,
39038390,8710839108304,4.75,5.60
39038391,8711115334196,60.29,102.99
39038392,5400282112746,9.60,13.47
39038396,8710839144593,64.45,64.10
39038397,8710839144562,49.55,52.95
39038398,8711115299143,60.29,
39038399,8710839143152,41.85,50.55
39038400,8711115255293,39.95,92.49
39038401,5011867025360,16.50,21.99
39038402,8711115334202,143.56,247.49
39038405,7439604037090,8.75,14.95
39038406,8710839108403,4.75,5.60
39937498,8711595022033,4.35,6.75
39937499,8710839114206,29.20,28.60
39937500,8710839114145,25.30,23.45
39937501,8710839102302,14.85,18.15
39937502,8710839143251,38.55,41.70
39937503,8710839369200,27.00,29.00
39937504,8710839114107,8.25,8.40
39937505,8710839145309,20.90,21.55
39937506,8710839145095,25.30,29.05
39937507,8710839105013,18.15,22.75
39972297,8710839361464,27.00,27.30
39972300,8710839112349,27.00,37.55
39972303,8710839101138,18.60,20.70
39972306,8710839112820,12.85,14.08
39972307,8710839365066,7.65,8.75
39972309,8710839112004,15.40,18.85
39972311,8710839112936,17.05,18.67
39972312,8710839108205,4.75,5.60
39972313,8710839146009,25.30,29.27
39972314,8710839108601,4.75,5.60
39972315,8710839103156,8.75,10.45
39972317,8710839101121,7.65,9.35
39972319,8710839112059,27.00,33.65
39972320,8710839365103,12.10,12.50
39972322,8710839112875,12.10,15.25
39972330,8710839100117,8.65,10.15
39972334,8710839106102,13.75,14.90
39972338,8711143166042,8.35,14.38
39972340,7311490048698,2.45,2.99
39972341,7311490048827,2.70,2.99
39972343,8710839111434,7.65,9.25
39972344,5400282073726,12.35,13.46
39972346,7311490048667,7.65,7.99
39972347,8711113105088,24.20,58.99
39972348,5400282073566,11.45,14.49
39972349,7311490048889,8.55,8.99
39972350,7311490051230,2.15,2.89
39972352,7311490024982,10.90,10.69
39972353,5400282113569,8.20,20.41
39972356,8710839144654,82.10,97.15
39972360,8711143152632,12.45,13.19
39972361,8710839103354,12.10,14.05
39972362,7311490051254,8.15,8.99
39972363,7311490048902,10.90,11.99
39972364,7311490048766,6.50,6.99
39972366,8710839102203,7.65,8.45
39972368,8710839295141,9.35,10.45
39972371,8716242651895,13.20,34.50
39972374,5400282073696,6.35,7.49
39972376,7311490051247,6.90,7.99
39972378,8710839110840,37.45,45.95
39972379,8710839367053,10.95,11.35
39972380,8710839114459,6.55,6.75
39972384,7311490029970,5.45,5.69
39972385,8710839115999,10.45,
39972386,8710839295042,6.05,6.00
39972387,7311490049244,8.55,9.99
39972388,7311490048711,4.75,4.99
39972389,7311490055405,9.00,13.50
39972390,7311490048674,9.75,9.99
39972391,7311490049121,11.60,11.99
39972393,8710839114213,29.20,28.60
39972394,8710839110253,20.90,22.35
39972395,8710839110277,20.90,26.40
39972396,8710839101015,18.70,22.05
39972397,8710839101008,8.15,9.80
39972398,8710839112837,20.90,23.40
39972401,8710839105068,13.75,17.20
39972404,8710839112356,44.05,52.75
39972405,8710839108151,8.75,10.40
39972406,8710839108106,4.75,5.60
39972407,8710839143350,35.25,41.45
39972408,8710839103200,18.70,18.01
39972409,8710839360115,8.75,9.35
39972411,8710839112387,51.75,64.20
39972414,8710839112806,12.85,14.38
39972415,8710839105150,29.70,35.75
39972416,8710839108700,4.75,5.60
39972417,8710839100056,5.35,5.50
39972418,8710839100155,14.85,17.20
39972421,8710839220150,23.15,25.05
39972422,5400282113545,6.00,11.36
39972424,8711143165939,6.85,7.39
39972425,8711143161085,5.90,
39972427,7311490037340,26.40,27.89
39972428,8710839110017,11.85,14.05
39972429,8710839111458,18.15,20.85
39972430,8710839111373,31.90,33.25
39972431,8710839110857,32.50,41.00
39972433,8710839108502,5.45,5.60
39972434,8710839115982,8.75,
39972435,8710839367107,13.75,15.25
39972436,5400282073733,14.30,16.50
39972439,5400282081103,1.95,2.19
39972440,5400282081127,2.40,3.19
39972441,7311490020298,17.70,18.79
39972443,8710839111397,18.70,19.20
39972444,8710839101053,12.10,13.60
39972445,8710839103361,13.75,15.40
39972447,8710839103385,14.30,14.05
39972448,7311490049152,2.35,2.99
39972449,7311490030990,6.85,7.09
39972450,8711143160927,2.15,2.19
39972451,7311490024951,10.35,10.49
39972452,8711143160743,12.95,14.13
39972453,8711143161092,5.85,8.29
39972454,8711143114494,12.50,13.49
39972458,7311490049145,15.30,15.99
39972459,7311490020823,8.80,8.29
39972460,7311490048681,3.95,3.99
39972462,7311490039849,18.70,18.09
39972463,5400997107518,7.05,11.39
39972464,8711143152755,3.90,4.42
39972465,7311490042665,7.10,7.39
39972466,8711143160910,2.15,2.19
39972467,8711143165946,9.10,10.09
39972469,5400997221023,7.10,14.19
39972470,8711143001633,6.55,6.32
39972472,8711143160903,2.15,2.19
39972473,8711143160750,16.90,19.19
39972475,7311490024975,10.10,9.89
39972477,5400282081134,2.65,4.09
39972482,8711143166028,7.45,10.65
39972484,7311490048728,5.95,6.99
39972485,7311490048599,2.35,3.09
39972486,7311490049220,7.10,7.99
39972487,7311490048780,7.75,7.99
39972488,8711143001640,5.85,5.99
39972490,8711418604774,1.80,1.99
39972491,8711143152779,6.10,7.10
39972492,8711143152762,5.30,6.79
39972493,7311490024852,5.05,4.99
39972494,5400282081080,1.60,1.59
39972495,7311495821005,6.25,6.59
39972497,5400282113538,5.10,7.79
39972498,8711143161078,5.05,6.29
39972499,8711143001657,5.15,5.59
39972501,8711143161702,5.85,8.29
39972502,8711143115101,8.00,8.39
39972504,5400282081097,1.75,1.69
39972505,5400282081110,2.15,2.35
39972507,7311490006292,7.40,9.29
39972509,8712576300843,35.50,38.38
39972510,8716644207171,36.10,64.19
39972514,5400282102594,9.65,12.95
39972516,7311490022940,15.40,15.43
39972517,8716644205115,31.55,55.99
39972518,7311490002553,4.15,5.25
39972519,7311490004106,5.30,5.16
39972520,7311490004113,5.45,5.51
39972541,8711143152731,3.25,3.29
39972542,7311490024869,8.75,8.79
39972544,7311490006308,8.95,11.19
39972553,5400282106424,8.05,19.04
39972555,8716644207621,23.80,42.19
39972556,8713274027278,23.15,34.95
39972558,4014809172000,58.85,106.90
39972560,8718375335277,152.10,179.95
39972561,8718026588663,3.60,4.25
39972566,8711577233884,7.65,7.29
39972574,8716644205092,33.70,59.89
39972575,8710839652821,48.45,48.45
39972576,7439604063051,24.20,35.95
39972577,7439604063006,63.90,115.95
39972578,5413326202150,3.80,4.20
39972579,8711113073486,1.10,1.95
39972585,8712576109132,36.10,36.04
39972596,8716644207805,40.75,72.39
39972601,8716644207423,38.35,68.09
39972602,8716644207447,38.35,68.09
39972606,7311490015195,11.60,11.59
39972607,8712576105936,36.10,36.04
39972608,8711595168236,12.65,19.25
39972609,8712576105967,36.10,36.04
39972610,8716644207812,40.75,72.39
39972620,8712113358535,2.15,2.50
39972621,7439604063044,24.20,35.95
39972626,4010290014034,3.25,3.85
39972627,8711115315478,46.95,99.99
39972629,8712576105868,50.65,54.67
39972630,8716644207799,38.55,68.49
39972633,7311490022971,15.40,15.43
39972634,7439604063020,25.30,37.95
39972636,7439604063013,37.45,55.95
39972637,8711577006440,8.05,7.29
39972638,8711577190071,8.05,7.29
39972639,8711577189914,17.60,18.29
39972641,8711577008826,11.60,10.99
39972642,8711577000592,8.75,8.49
39972643,8711577000714,8.75,8.29
39972644,8711577004163,15.30,14.69
39972645,8711577189983,8.75,8.29
39972648,4014809172024,58.85,106.90
39972651,4014809167945,61.80,98.87
39972656,8713274026646,27.50,41.75
39972657,8719324801324,6.45,7.99
39972658,8719324801065,7.15,8.29
39972659,8710839292621,49.55,59.49
39972660,8710839292522,49.55,59.49
39972661,8710839292607,49.55,59.49
39972662,8719324801300,8.75,10.99
39972664,8711577012120,12.75,12.29
39972665,8711577190002,13.35,12.99
39972667,8711577189426,15.30,14.69
39972668,8711577190897,12.75,12.29
39972669,8711577190934,11.60,10.99
39972672,8713274026608,27.50,41.75
39972683,8718692622463,24.85,28.75
39972684,8713274034641,22.00,33.45
39972688,4014809171744,61.80,98.87
39972689,4014809167983,41.60,98.87
39972690,8713274027100,28.60,43.45
39972691,8713274026561,29.70,44.95
39972696,8711577001421,15.30,14.69
39972705,8713274027124,30.80,46.75
39972706,8713274027599,29.70,44.95
39972708,4014809167990,41.60,98.87
39972709,8713274027223,13.55,20.78
39972714,6937594005606,45.25,61.50
39972716,8719324801386,5.45,6.39
39972718,8719324801379,7.65,8.99
39972719,8710839292508,49.55,59.49
39972720,8719324801003,6.05,6.99
39972721,8711577000998,8.75,8.49
39972722,8711577074227,8.75,8.49
39972723,8711577000585,13.20,13.19
39972724,8711577190521,8.75,8.49
39972725,8711577059309,8.75,8.49
39972726,8711577074241,8.75,8.49
39972729,8713274027292,23.15,34.95
39972732,8719324801317,2.85,3.29
39972733,8719324801119,7.65,8.99
39972734,8719324801393,5.35,6.29
39972735,8711577189440,13.20,13.19
39972736,8711577189587,8.75,8.49
39972737,8711577001230,18.85,
39972738,8711577000677,17.60,18.29
39972739,8711577189600,15.30,14.69
39972741,8711577011154,16.15,15.39
39972742,8711577189457,10.25,9.69
39972743,8711577190705,16.15,15.39
39972745,8711577038991,8.75,8.49
39972746,8711577189488,8.75,8.49
39972749,8711577004170,8.75,8.49
39972750,8711577189884,7.80,7.29
39972751,8711577189877,8.75,8.49
39972753,8717729115435,170.90,195.00
39972757,8711113110501,24.20,48.49
39972762,8719324801157,3.05,3.79
39972763,8719324801348,4.35,5.29
39972764,8711577189716,12.10,11.69
39972765,8711577190439,8.75,8.49
39972766,8711577008512,10.35,9.79
39972767,8711577003876,7.80,7.29
39972770,8711577013288,7.65,7.29
39972772,6937594040003,45.25,61.50
39972782,5413326205816,3.80,4.20
39972783,8716336508357,1.45,1.45
39972791,8719324801409,7.65,8.99
39972792,8713274027230,10.95,16.44
39972794,8715758026982,28.60,43.45
39972795,8719324801188,10.35,12.99
39972806,8711577001322,13.35,12.99
39972808,8711577189662,7.05,6.79
39972814,8713274026905,22.00,33.45
39972830,5400282081158,2.65,4.19
39972838,8711577004774,6.55,6.19
39972839,3297972309652,31.90,34.99
39972847,8711143162662,5.30,6.53
39972848,8711113110303,24.20,49.49
39972858,5413326205502,8.50,9.00
39972861,5400107127139,1.70,2.15
39972874,5400997119412,1.40,1.63
39972894,5400997289016,5.45,8.94
39972899,6937594001806,45.25,61.50
39972914,5410091267933,6.10,8.35
39972915,5400282081141,2.65,4.09
39972917,8711577001445,10.25,9.69
39972918,8711577001001,8.75,8.49
39972947,8711113110372,24.20,49.49
39972968,8711143112520,1.95,3.97
39972985,8716242659921,19.80,50.50
39972988,5400997199162,0.85,1.21
39972989,5413326205212,6.20,7.05
39972990,8718375332894,2.45,2.95
39972994,8711113068338,22.00,40.49
39973003,5400997107525,8.75,13.41
39973024,5413326201689,3.40,4.10
39973046,8716242659976,19.80,50.50
39973047,8717344998604,13.55,20.45
39973048,8716242651710,17.60,39.95
39973049,8717729114803,6.10,9.95
39973050,8717729112984,2.80,4.19
39973051,8717729113059,8.05,12.25
39973062,8711418604835,1.40,1.75
39973071,8716242651741,17.60,39.95
39973072,8718026584320,121.30,140.00
39973076,8716242661276,17.60,39.95
39973077,8717344990387,5.85,8.75
39973078,8717729113073,5.00,5.75
39973079,8716242659952,19.80,50.50
39973080,8716242661214,17.60,39.95
39973081,8716242660156,17.60,39.95
39973082,5410415044103,2.50,3.08
39973086,8711143112537,1.40,3.97
39973088,5400997167291,2.50,6.63
39973090,8717344995764,7.20,8.95
39973091,5400997168991,5.45,8.94
39973092,8718375334102,1.40,1.75
39973093,8718375334287,2.50,3.75
39973094,8717729114902,8.55,13.25
39973095,8718375334249,1.40,1.75
39973096,8718375334256,1.85,1.95
39973097,8718026584405,38.55,59.95
39973099,8718026586560,53.95,99.95
39973100,8718692620032,5.45,8.25
39973101,8718692622579,3.25,4.95
39973102,8718026586300,12.15,17.25
39973103,8717344993050,2.50,2.95
39973104,8717729110904,5.30,7.95
39973105,8717729112342,2.50,3.75
39973106,8718026583811,20.35,30.95
39973107,8718026580834,7.55,11.45
39973108,8718026585815,5.30,7.95
39973109,8718026581558,7.65,11.75
39973110,8718375337073,21.55,32.59
39973111,8717344992336,12.10,18.29
39973119,8717729114827,8.75,13.25
39973120,8718026580667,3.05,4.59
39973121,8717344991599,3.05,4.59
39973122,8717344990776,7.65,11.59
39973123,8718026585938,8.75,13.29
39973124,8717344993043,14.05,21.45
39973125,8718375334126,1.10,1.25
39973126,8717344990998,3.25,4.95
39973127,8717344990974,3.05,4.59
39973128,8718026581299,3.90,5.85
39973129,8717729118375,6.10,9.50
39973130,8717344990714,15.40,23.30
39973131,8718375335048,6.60,11.30
39973132,8718026584122,15.15,22.95
39973133,8718026586249,33.00,49.99
39973134,8718026587864,17.65,32.95
39973135,8718375338308,16.00,18.75
39973136,8718026589288,15.40,23.45
39973137,8718026584153,5.00,7.50
39973138,8718375334119,1.10,1.25
39973139,8717729119020,8.75,10.25
39973140,8718375332474,9.85,14.95
39973141,8717344991254,57.30,86.75
39973142,8720195790983,1.95,
39973143,8717729113110,9.85,14.95
39973144,8717344991612,3.90,5.85
39973145,8718375339473,7.45,11.25
39973146,8717729113028,5.45,8.25
39973147,8718026586256,49.55,74.99
39973148,8717344999847,9.85,14.95
39973149,8714892634367,33.00,49.99
39973150,8718375334140,2.80,3.25
39973151,8717729117293,4.35,6.59
39973152,8718026581824,1.65,2.45
39973153,8718375332504,1.80,2.75
39973154,8717729114858,10.55,15.85
39973155,8716242659990,19.80,50.50
39973156,8717344995160,6.55,9.95
39973157,8718026586270,85.95,129.99
39973158,8717729113004,3.60,5.45
39973159,8717729113042,7.65,11.75
39973160,8718026589295,30.80,46.65
39973161,8718375339817,2.75,3.95
39973163,8716242656630,17.60,39.95
39973164,8716242656685,17.60,39.95
39973165,8717344993708,2.15,3.25
39973166,8717729113127,12.70,19.25
39973167,8718026580032,3.85,4.50
39973168,8718026584696,2.80,4.19
39973169,8717729118443,4.35,6.50
39973170,8717729117705,4.75,5.50
39973171,8718375334096,1.10,1.25
39973172,8714344997217,8.55,12.95
39973173,8718026580186,5.85,8.95
39973174,8718026588939,12.10,18.45
39973175,8718692625617,1.10,1.75
39973176,8717344997393,21.55,32.55
39973177,8718026586072,31.90,48.35
39973178,8718026587024,1.65,2.50
39973180,8718375330357,6.95,10.45
39973181,8718375330227,4.75,5.50
39973182,8717729117712,4.75,5.50
39973183,8718026588717,3.25,4.95
39973184,8718026584139,3.60,5.45
39973185,8718026585839,5.45,8.25
39973186,8717344998796,3.25,4.95
39973187,8718375334164,1.45,1.95
39973188,8717729110188,4.35,6.59
39973189,8720812563525,2.15,
39973191,8717729115176,3.05,4.59
39973192,8716242660187,17.60,39.95
39973193,8718375331910,19.30,29.95
39973194,8717729112991,3.25,4.95
39973195,8718026588830,1.40,1.50
39973196,8718026582531,4.15,6.50
39973197,8717729113035,6.55,9.95
39973198,8718026586232,22.00,33.95
39973199,8714892634428,36.35,54.99
39973200,8717729119594,1.70,2.50
39973201,8718375336052,6.55,9.95
39973202,8717729117804,4.35,5.50
39973203,8718375330197,4.95,7.45
39973204,8718026584504,9.85,14.95
39973205,8717344999663,2.65,3.95
39973206,8711497009958,2.65,3.95
39973207,8718026582708,27.05,40.95
39973208,8717344997362,6.85,10.25
39973213,8716242798835,19.80,43.95
39973215,8710735005141,6.95,8.15
39973216,8710735793925,8.35,9.69
39973217,8710735798913,5.85,8.40
39973218,8710735791792,4.35,5.09
39973219,8710735791846,4.35,5.09
39973220,8710735798364,3.20,3.69
39973221,8710735793840,5.15,5.99
39973222,8717729113011,4.35,6.75
39973223,8717729119877,24.20,36.69
39973224,8718026584795,2.35,3.50
39973226,8717344993036,10.55,15.85
39973227,8718375338384,4.15,5.25
39973228,8717344991667,3.60,5.45
39973229,8718375331019,46.30,57.75
39973230,8717729113165,6.55,9.95
39973231,8717729118580,3.60,5.45
39973232,8718026589301,20.90,31.65
39973233,8717344999649,6.55,9.95
39973234,8718375334300,2.00,3.25
39973235,8718692620988,60.60,79.50
39973236,8717344995528,12.10,18.29
39973237,8720812427438,9.40,10.25
39973238,8718692622555,3.25,4.95
39973239,8718026584917,2.80,4.19
39973240,8718026584054,5.45,8.25
39973241,8717729114889,8.30,11.25
39973242,8710735802412,1.30,1.49
39973243,8710735797084,5.30,6.09
39973244,8710735797107,6.35,7.39
39973245,8710735799323,2.15,2.49
39973246,8710735802047,2.50,2.79
39973247,8710735802016,2.50,2.79
39973248,8710735799101,4.95,5.96
39973249,8710735800913,1.65,2.05
39973250,8710735799132,1.95,2.76
39973251,8710735799446,8.30,10.83
39973252,8718375330982,4.35,6.95
39973253,8717344994613,13.20,19.95
39973254,8718026584146,3.60,5.45
39973255,8718375334317,2.80,4.19
39973256,8717729118962,7.45,8.75
39973257,8718026584184,6.10,9.25
39973258,8718026587628,10.95,16.65
39973259,8718026589141,13.55,20.45
39973261,8718375334263,1.00,1.25
39973262,8718026583859,10.95,16.65
39973263,8717729118368,5.00,7.50
39973264,8717729119167,9.40,14.25
39973265,8717344992756,11.60,13.75
39973266,8718026584962,1.95,2.95
39973267,8718026583644,3.05,4.59
39973268,8717344992442,3.90,5.75
39973269,8717344998710,5.30,8.25
39973270,8718375332900,13.80,20.95
39973271,8717344998574,13.20,19.95
39973273,8717344996457,3.25,4.95
39973274,8718026586126,6.55,9.95
39973275,8717344991063,0.95,1.25
39973276,8718375332719,2.20,3.33
39973277,8718026583064,0.80,1.15
39973278,8718375330210,6.60,9.99
39973279,8718026587727,24.80,37.49
39973280,8717344994439,11.65,17.65
39973281,8718026587734,26.40,39.99
39973282,8717344998116,66.10,99.99
39973283,8718026586317,7.40,8.75
39973284,8717729118399,3.60,5.45
39973286,8717344980043,2.75,4.09
39973292,8717729118610,4.75,7.09
39973293,8718026586676,4.35,6.75
39973294,8718026583620,38.55,57.99
39973295,8718692620148,5.30,7.95
39973296,8718026587802,2.15,3.25
39973297,8718692625648,1.40,1.50
39973298,8717729113172,6.55,9.95
39973299,8718375334171,1.95,2.25
39973300,8718375334232,1.75,2.25
39973301,8718375334294,1.10,1.25
39973302,8717344994743,15.40,23.50
39973303,8717729118979,7.20,10.95
39973304,8717729114919,9.85,14.95
39973305,8717344999632,8.05,12.09
39973306,8717729112960,4.15,6.25
39973307,8717344991261,82.65,124.95
39973309,8710735802726,26.40,39.99
39973310,8710735801262,2.80,3.19
39973311,8710735801071,0.40,0.49
39973312,8710735799163,4.35,4.45
39973314,8712967099202,10.85,13.77
39973315,8710735784107,6.45,10.25
39973318,8718026585808,8.05,12.09
39973319,8717344993203,1.70,2.50
39973320,8718026580971,13.20,19.95
39973321,8717344992558,1.40,2.09
39973323,8718026583835,8.75,13.25
39973324,8718026586225,13.55,20.45
39973325,8718692624450,3.90,4.95
39973326,8718026585921,8.75,13.25
39973327,8718026586638,33.00,49.95
39973328,8718026585846,6.55,9.95
39973329,8717729115169,4.15,6.25
39973330,8717729118559,2.15,3.45
39973331,8718026588700,2.80,4.19
39973332,8717729113196,3.85,5.95
39973333,8718692625280,3.05,4.59
39973334,8717344993081,5.45,8.25
39973335,8717344994798,4.35,5.00
39973336,8717729114957,30.80,46.65
39973337,8717344997324,3.45,5.19
39973338,8717729115114,12.45,14.50
39973339,8718026587833,8.15,12.25
39973340,8719274349570,6.05,8.95
39973341,8717344992268,7.65,11.59
39973342,8718026584085,17.10,25.89
39973343,8717344990981,3.05,4.59
39973344,8718026584061,9.40,14.19
39973345,8717729113684,10.95,16.59
39973346,8718692620193,13.80,20.89
39973347,8718375337158,1.10,1.59
39973348,8711115250458,51.34,75.99
39973350,8711595024334,22.00,33.45
39973351,8718754430616,10.45,19.01
39973352,8711595009805,7.65,11.75
39973353,8711595010528,40.75,61.75
39973354,8711115315225,51.34,73.99
39973356,8711115334011,53.90,83.49
39973357,8711115301402,55.72,
39973359,8711115317267,51.85,83.49
39973360,8711115280325,58.44,86.99
39973361,8711115350486,25.12,42.99
39973362,8711115317410,51.85,83.49
39973363,8711115338293,22.90,42.99
39973365,8716644207850,45.20,80.29
39973366,8716644208888,46.25,82.19
39973367,8716644208871,44.05,78.29
39973368,8717729111956,6.35,9.59
39973369,8717729119815,7.20,10.85
39973370,8717344994446,22.00,33.29
39973371,8718026588007,15.25,23.09
39973372,8718375334355,22.00,33.29
39973373,8718026588410,12.10,18.29
39973374,8717344997355,5.45,8.25
39973375,8717344998659,1.70,2.50
39973376,8717344997287,4.60,6.95
39973377,8716242795520,8.75,47.95
39973378,8718375330203,5.85,6.75
39973379,8718026586089,50.65,76.75
39973380,8718375330272,6.10,9.25
39973381,8718026585150,1.70,2.50
39973382,8718026583118,1.95,2.95
39973383,8718026585648,10.25,15.45
39973384,8717344999670,10.95,16.59
39973385,8718026588427,17.60,26.75
39973386,8717344992022,2.75,4.09
39973387,8718692622982,1.10,1.95
39973388,8717729115701,14.05,21.29
39973389,8720195794981,4.15,4.15
39973390,8718692622562,3.25,4.95
39973391,8718026584047,5.00,7.50
39973392,8717344990394,7.65,11.75
39973393,8717729115190,3.60,5.45
39973394,8718026587604,3.25,4.95
39973395,8718026586294,9.85,14.95
39973396,8717729113370,1.40,2.09
39973397,8718692628021,8.55,12.95
39973402,8710735781663,5.85,8.95
39973404,8710735800883,7.65,10.74
39973405,8711347235506,8.45,9.95
39973406,4015000426619,19.80,26.05
39973407,8711115283968,61.09,85.49
39973408,8718375330234,5.00,5.75
39973409,8717344997294,5.30,7.95
39973410,3800718501755,1.40,1.75
39973411,8717344997386,14.90,22.55
39973412,8717344997270,2.85,4.25
39973413,8717344997409,25.30,38.33
39973414,8710735802771,33.00,69.40
39973424,8710735759006,41.85,87.03
39973425,8710735793901,7.45,8.69
39973426,8717344997300,11.85,17.95
39973427,8716242660552,17.60,39.95
39973430,8710735793864,6.05,6.99
39973431,8710735791822,8.35,9.69
39973432,8710735791860,6.35,7.39
39973433,8710735791884,8.05,9.29
39973434,8710735800975,0.55,0.60
39973435,8710735801576,12.70,18.99
39973436,8718375330296,2.95,3.50
39973437,8718375330449,4.00,5.99
39973438,8718026586034,22.00,33.50
39973439,8718026580001,1.40,1.50
39973440,8712437250997,6.95,
39973441,8717344997348,3.75,5.59
39973442,8717344995702,8.75,13.25
39973443,8717344999175,2.15,3.25
39973445,8710439156125,7.20,
39973446,8716644207485,44.30,78.69
39973447,8716644208895,46.25,82.19
39973449,8718692620742,2.15,3.25
39973450,8717344999908,2.85,3.25
39973451,8717344993913,14.30,21.75
39973452,8718026583866,14.30,21.59
39973453,8718026585822,5.30,8.25
39973454,8718026585174,9.10,13.69
39973455,8718026585907,3.25,4.95
39973456,8718026587888,8.45,12.79
39973457,8717729115152,5.15,7.75
39973458,8718375330418,5.00,7.75
39973460,8710735791839,10.85,12.59
39973461,8710735791853,5.30,6.09
39973462,8710735799392,2.15,2.39
39973463,8710735793888,6.45,7.49
39973464,8710735790634,7.45,8.69
39973465,8710735799538,4.25,4.89
39973466,8710735799378,3.85,4.19
39973467,8710735802054,2.50,2.79
39973468,8710735795158,5.30,9.34
39973471,8712967092180,8.35,15.43
39973474,8710735784053,6.45,10.25
39973477,8710735005455,9.15,10.67
39973478,8710735803143,1.95,2.19
39973479,8710735791815,6.05,6.99
39973480,8710735790603,6.45,7.49
39973481,8710735802399,1.10,1.35
39973482,8710735802436,1.65,2.05
39973483,8710735800982,0.75,0.99
39973484,8710735801293,1.30,1.25
39973485,8710735799620,9.15,10.59
39973486,8710735793680,5.00,5.79
39973487,8710735799088,2.75,2.99
39973488,8710735801965,1.10,1.63
39973489,8710735802023,2.50,2.79
39973491,8710735005349,7.20,9.21
39973492,8710735755749,3.90,5.86
39973493,8710735784114,8.05,12.35
39973496,8710735797145,8.05,9.29
39973497,8710735791808,5.15,5.99
39973498,8710735802467,2.15,2.75
39973499,8710735799668,6.95,7.99
39973500,8710735793765,10.65,16.09
39973501,8710735793789,12.10,18.29
39973502,8710735799484,2.15,3.00
39973504,8710735799699,1.95,2.19
39973505,8710735797008,6.35,9.59
39973506,8710735799644,6.55,7.59
39973507,8710735799187,2.80,2.99
39973508,8710735801095,1.33,1.33
39973509,8710735799156,3.25,3.79
39973511,8710735800920,2.15,2.65
39973515,8710735801323,1.30,1.95
39973516,8717729117248,1.85,2.75
39973517,8718026587772,1.70,2.50
39973518,8718026584511,6.55,9.95
39973519,8717344997379,11.85,17.95
39973520,3800718504756,0.85,0.95
39973521,8716242660521,17.60,39.95
39973522,8718026585785,3.60,5.45
39973527,8712967092227,14.90,21.44
39973531,8710735781793,6.45,9.95
39973533,8711347235582,8.45,9.95
39973534,8711347235360,7.10,8.75
39973535,8711347235544,8.45,9.95
39973539,8710735000269,8.75,9.21
39973544,8710735760439,2.50,3.75
39973556,8711347235421,7.10,8.75
39973557,8716242652137,18.15,39.95
39973561,8711595077910,8.35,12.45
39973562,8716242661429,18.15,45.95
39973564,8711595112109,8.35,12.75
39973569,8718026580933,9.85,14.95
39973570,8718026584924,2.15,3.25
39973571,8718026584108,19.80,29.95
39973572,8718375336830,1.65,2.45
39973573,8714892623002,4.75,7.09
39973574,8718026583828,6.95,10.45
39973575,8717729118351,3.25,4.95
39973576,8718026586782,11.05,17.95
39973577,8718026586331,17.10,20.95
39973578,8717729119143,4.75,7.10
39973579,8718026583903,19.80,29.95
39973580,8718026583897,12.10,14.25
39973581,8718026581565,9.85,14.95
39973582,8717344992435,4.35,6.59
39973583,8718026586607,27.50,41.59
39973584,8718375338773,2.50,3.75
39973585,8717344998543,2.85,4.25
39973586,8717729118481,5.85,8.75
39973587,8718375338575,4.75,7.09
39973588,8718026581213,10.45,15.79
39973591,8710735815757,5.45,6.29
39973592,8710735803228,7.65,10.79
